#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
608488	25489	4215	247522	110379	-	-	Nedd4	MAP3K3	Nedd4a	MAPKKK3|MEKK3	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608489	25489	7006	247522	112865	-	-	Nedd4	TEC	Nedd4a	PSCTK4	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608490	25489	1020	247522	107455	-	-	Nedd4	CDK5	Nedd4a	PSSALRE	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608491	25489	207	247522	106710	-	-	Nedd4	AKT1	Nedd4a	RAC-ALPHA|PRKBA|PKB|AKT|PKB-ALPHA|RAC	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608492	25489	5156	247522	111182	-	-	Nedd4	PDGFRA	Nedd4a	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608493	25489	176	247522	106684	-	-	Nedd4	ACAN	Nedd4a	CSPG1|SEDK|CSPGCP|MSK16|AGC1|AGCAN	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608495	25489	1326	247522	107719	-	RP11-449I17.8	Nedd4	MAP3K8	Nedd4a	EST|Tpl-2|c-COT|MEKK8|ESTF|TPL2|COT	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608496	25489	83707	247522	123736	-	-	Nedd4	TRPT1	Nedd4a	-	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608497	25489	640	247522	107109	-	-	Nedd4	BLK	Nedd4a	MODY11	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608498	25489	5580	247522	111566	-	-	Nedd4	PRKCD	Nedd4a	nPKC-delta|MAY1|PKCD	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608499	25489	2534	247522	108810	-	RP1-66H14.1	Nedd4	FYN	Nedd4a	SYN|p59-FYN|SLK	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608500	25489	5604	247522	111590	-	-	Nedd4	MAP2K1	Nedd4a	PRKMK1|MAPKK1|MKK1|MEK1	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608501	25489	658	247522	107126	-	-	Nedd4	BMPR1B	Nedd4a	CDw293|ALK-6|ALK6	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608502	25489	55172	247522	120471	-	-	Nedd4	DNAAF2	Nedd4a	C14orf104|KTU|CILD10	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608505	25489	6300	247522	112207	-	-	Nedd4	MAPK12	Nedd4a	ERK3|SAPK3|ERK6|PRKM12|SAPK-3|P38GAMMA	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608506	25489	5998	247522	111930	-	RP11-168K11.4	Nedd4	RGS3	Nedd4a	C2PA|PDZ-RGS3|RGP3	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608507	25489	89953	247522	124648	-	-	Nedd4	KLC4	Nedd4a	bA387M24.3|KNSL8	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608508	25489	4915	247522	110970	-	RP11-263K15.1	Nedd4	NTRK2	Nedd4a	trk-B|GP145-TrkB|TRKB	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608509	25489	695	247522	107160	-	RP1-164F3.2	Nedd4	BTK	Nedd4a	PSCTK1|ATK|IMD1|AT|XLA|BPK|AGMX1	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608510	25489	1956	247522	108276	-	-	Nedd4	EGFR	Nedd4a	ERBB1|HER1|ERBB|PIG61|mENA	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608511	25489	661	247522	107129	-	-	Nedd4	POLR3D	Nedd4a	RPC4|TSBN51|BN51T|RPC53	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608512	25489	1457	247522	107841	-	-	Nedd4	CSNK2A1	Nedd4a	CK2A1|CKII	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608513	25489	8576	247522	114144	-	-	Nedd4	STK16	Nedd4a	MPSK|TSF1|PKL12|KRCT	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608514	25489	156	247522	106665	-	-	Nedd4	ADRBK1	Nedd4a	BETA-ARK1|GRK2|BARK1	Biochemical Activity	physical	Persaud A (2009)	19953087	10116	9606	High Throughput	-	Ubiquitination	-	High Throughput: A ubiquitination assay was applied to a protein microarray in order to identify substrates of the E3 enzyme Nedd4.  The reaction contained E1,  UbcH5b [E2], and FITC-labelled ubiquitin.|High Throughput: Only those proteins that showed four independent interactions were considered substrates (i.e. significant signals found for proteins printed in duplicate on two separate microarrays).  The top ~50 hits were selected as high-confidence data sets.	-	BioGRID
608636	64013	7341	248932	113188	-	OK/SW-cl.43	Pdcl	SUMO1	Phlp	PIC1|SENP2|DAP1|SMT3C|OFC10|SMT3H3|SMT3|GMP1|UBL1	Affinity Capture-Western	physical	Klenk C (2006)	16421094	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
608663	56082	50522	248560	248372	-	-	Gorasp1	Ubc	GRASP65	-	Affinity Capture-Western	physical	Litterman N (2011)	21572988	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
608664	56082	304522	248560	257892	-	-	Gorasp1	Fbxw8	GRASP65	-	Affinity Capture-Western	physical	Litterman N (2011)	21572988	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
610491	116470	25558	250448	247589	-	-	Stx1a	Stxbp1	-	Unc18-1|rbSec1A|Munc18-1|NSEC1A|rbSec1|Sec1|nSec1|rbSec1B|ANC18HA|n-sec1	Affinity Capture-Western	physical	Dai XQ (2011)	21266332	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
610492	116470	25012	250448	247095	-	-	Stx1a	Snap25	-	SNAP-25B	Affinity Capture-Western	physical	Dai XQ (2011)	21266332	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
610493	116470	24803	250448	246926	-	-	Stx1a	Vamp2	-	Syb2|SYB|RATVAMPIR|RATVAMPB	Affinity Capture-Western	physical	Dai XQ (2011)	21266332	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
610494	59267	301442	248742	256960	-	-	Syt7	Sumo1	-	-	Affinity Capture-Western	physical	Dai XQ (2011)	21266332	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
610495	301442	59267	256960	248742	-	-	Sumo1	Syt7	-	-	Affinity Capture-Western	physical	Dai XQ (2011)	21266332	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
610507	499417	24192	270726	246382	-	-	Sumo3	Akr1b1	-	Akr1b4|Alr|Aldr1|Akr1b3|ALR-P-I|RATALDRED|ALDRED	Affinity Capture-MS	physical	Yang W (2011)	22082260	10116	10116	High Throughput	-	-	-	-	-	BioGRID
610508	499417	25745	270726	247773	-	-	Sumo3	Myh9	-	-	Affinity Capture-MS	physical	Yang W (2011)	22082260	10116	10116	High Throughput	-	-	-	-	-	BioGRID
610509	499417	25596	270726	247626	-	-	Sumo3	Rpn1	-	RIBI	Affinity Capture-MS	physical	Yang W (2011)	22082260	10116	10116	High Throughput	-	-	-	-	-	BioGRID
610510	499417	25573	270726	247604	-	-	Sumo3	Ube2i	-	UbcE2A	Affinity Capture-MS	physical	Yang W (2011)	22082260	10116	10116	High Throughput	-	-	-	-	-	BioGRID
610511	499417	50662	270726	248410	-	-	Sumo3	Runx1	-	Cbfa2|Aml1	Affinity Capture-MS	physical	Yang W (2011)	22082260	10116	10116	High Throughput|Low Throughput	-	-	-	-	-	BioGRID
